,batch_size,depth,dropout,epochs,lr,width,l_train,l_test,param_norm,spectral_orig,spec,vc_dim
0,512,2,0.25,8,0.1,32,0.26109168553819595,0.12149403533935547,75.48265838623047,99104.421875,5.348939915681858,853152.9207168511
1,512,2,0.25,8,0.1,64,0.20661616338795777,0.08922807121276856,92.94172668457031,321736.96875,5.1485085275803355,1717467.616066614
2,512,2,0.25,8,0.1,96,0.16614429215640145,0.06782670478820801,108.85357666015625,619464.6875,5.063129864724551,2594973.7598668663
3,512,2,0.25,8,1.0,32,0.09547677109909829,0.035819589424133304,129.65444946289062,524307.25,6.154307904616914,853152.9207168511
4,512,2,0.25,8,1.0,64,0.08282107158644929,0.031046573972702027,147.9270477294922,1313355.5,5.842452045444173,1717467.616066614
5,512,2,0.25,8,1.0,96,0.0879987478749511,0.0320956063747406,164.96115112304688,2259622.25,5.699510365322954,2594973.7598668663
6,512,2,0.5,8,0.1,32,0.2914521354882015,0.11772485961914063,76.07756042480469,98232.1484375,5.240234750965014,853152.9207168511
7,512,2,0.5,8,0.1,64,0.21856900797051898,0.08485413093566894,93.43868255615234,310739.0625,5.081100961508083,1717467.616066614
8,512,2,0.5,8,0.1,96,0.19299422372211464,0.07325339031219483,110.19161987304688,643477.5,5.007829732981813,2594973.7598668663
9,512,2,0.5,8,1.0,32,0.11347378072895158,0.03556448602676392,142.14089965820312,567378.875,6.076952166438419,853152.9207168511
10,512,2,0.5,8,1.0,64,0.1046001364928828,0.03417599487304687,162.77471923828125,1502083.375,5.870696610052552,1717467.616066614
11,512,2,0.5,8,1.0,96,0.10077310800779281,0.03078347611427307,183.76828002929688,2822195.0,5.719280485885662,2594973.7598668663
12,512,4,0.25,8,0.1,32,0.34594989718743047,0.15338557243347167,95.23211669921875,15570099.0,6.783421953757214,1782688.0475587994
13,512,4,0.25,8,0.1,64,0.2650331500799285,0.10133841209411622,133.6648712158203,191027352.0,6.790171644895021,3649888.558341867
14,512,4,0.25,8,0.1,96,0.23694883455064586,0.07075166416168213,172.67916870117188,891735360.0,6.806843092816029,5606557.229679944
15,512,4,0.25,8,1.0,32,0.12555077249012586,0.03315679306983948,151.2052764892578,107936892.0,7.458738190378885,1782688.0475587994
16,512,4,0.25,8,1.0,64,0.15807661861876793,0.03400367460250855,194.7644805908203,889698240.0,7.165553213075155,3649888.558341867
17,512,4,0.25,8,1.0,96,0.14298939304569364,0.0350446576833725,240.20913696289062,3613196928.0,7.0397229173103195,5606557.229679944
18,512,4,0.5,8,0.1,32,0.42437287451604666,0.16970228233337403,95.27584075927734,14947858.5,6.667399864781478,1782688.0475587994
19,512,4,0.5,8,0.1,64,0.3325933097995882,0.09971797618865967,135.80020141601562,197256552.0,6.719133469699234,3649888.558341867
20,512,4,0.5,8,0.1,96,0.23697472810824163,0.06941172943115234,174.85414123535156,956046624.0,6.736426180674569,5606557.229679944
21,512,4,0.5,8,1.0,32,0.15229646410295836,0.037284554624557494,163.41299438476562,115152300.0,7.355723365140131,1782688.0475587994
22,512,4,0.5,8,1.0,64,0.1483378941055103,0.03415942082405091,210.7625732421875,1179905760.0,7.219442934002313,3649888.558341867
23,512,4,0.5,8,1.0,96,0.12421059137914661,0.029105383396148682,251.99781799316406,4264014720.0,7.098168554582264,5606557.229679944
24,512,8,0.25,8,0.1,32,2.1941022240888266,0.5344786560058594,129.3733367919922,167417210880.0,10.418620210578535,3115466.2908830554
25,512,8,0.25,8,0.1,64,1.4955989249303179,0.3558148239135742,210.41941833496094,42380296192000.0,10.444766204873023,6720029.579979236
26,512,8,0.25,8,0.1,96,1.0894786050480048,0.2764256156921387,291.58123779296875,1065548502794240.0,10.49250638182842,10825867.910194008
27,512,8,0.25,8,1.0,32,0.4450489310666097,0.04505450029373169,180.09445190429688,1799012843520.0,10.907909938722485,3115466.2908830554
28,512,8,0.25,8,1.0,64,0.301127293975866,0.03666445450782776,279.4241027832031,295921086627840.0,10.901895589726507,6720029.579979236
29,512,8,0.25,8,1.0,96,0.2230576332890373,0.0351592041015625,359.2228088378906,6153241939148800.0,10.985909822914339,10825867.910194008
30,512,8,0.5,8,0.1,32,1.485688814830224,0.38737608184814454,132.24205017089844,224792698880.0,10.439849839658901,3115466.2908830554
31,512,8,0.5,8,0.1,64,1.76467608720443,0.39509588928222655,208.22080993652344,34500331438080.0,10.401237184457232,6720029.579979236
32,512,8,0.5,8,0.1,96,0.8366046873655297,0.11164722099304199,296.1098937988281,1246563338813440.0,10.474149692522701,10825867.910194008
33,512,8,0.5,8,1.0,32,0.3668304747858448,0.04706570844650269,192.22288513183594,1978556907520.0,11.026683033532825,3115466.2908830554
34,512,8,0.5,8,1.0,64,0.2929237193301699,0.04452396879196167,299.9049072265625,564607424921600.0,10.952661369770851,6720029.579979236
35,512,8,0.5,8,1.0,96,0.28706234839243683,0.03831409797668457,382.1197814941406,9392017050173440.0,11.052405654292665,10825867.910194008
